,基金代码,基金简称,基金名称,基金类型,基金拼音
6168,007750,GFYSZZGP,广发优势增长股票,股票型,GUANGFAYOUSHIZENGZHANGGUPIAO
6169,007751,JSZZHLCZDBDA,景顺中证红利成长低波动A,股票指数,JINGSHUNZHONGZHENGHONGLICHENGZHANGDIBODONGA
6170,007752,ZYZLZQA,中银招利债券A,债券型,ZHONGYINZHAOLIZHAIQUANA
6171,007753,ZYZLZQC,中银招利债券C,债券型,ZHONGYINZHAOLIZHAIQUANC
6172,007754,SYHYLZDQZQA,上银慧永利中短期债券A,债券型,SHANGYINHUIYONGLIZHONGDUANQIZHAIQUANA
6173,007755,SYHYLZDQZQC,上银慧永利中短期债券C,债券型,SHANGYINHUIYONGLIZHONGDUANQIZHAIQUANC
6174,007756,CTJLSGYDKZFQS,财通久利三个月定开债发起式,定开债券,CAITONGJIULISANGEYUEDINGKAIZHAIFAQISHI
6175,007757,GTRYSYCZZQA,国投瑞银顺业纯债债券A,债券型,GUOTOURUIYINSHUNYECHUNZHAIZHAIQUANA
6176,007758,PALXYNDKZA,平安乐享一年定开债A,定开债券,PINGANLEXIANGYINIANDINGKAIZHAIA
6177,007759,PALXYNDKZC,平安乐享一年定开债C,定开债券,PINGANLEXIANGYINIANDINGKAIZHAIC
6178,007760,JSZZHLCZDBDC,景顺中证红利成长低波动C,股票指数,JINGSHUNZHONGZHENGHONGLICHENGZHANGDIBODONGC
6179,007761,XYARSNDKZ,鑫元安睿三年定开债,定开债券,XINYUANANRUISANNIANDINGKAIZHAI
6180,007762,FGTYZQLOFA,富国天盈债券(LOF)A,债券型,FUGUOTIANYINGZHAIQUANLOFA
6181,007763,QHKY35NGKZA,前海开源3-5年国开债A,债券指数,QIANHAIKAIYUAN35NIANGUOKAIZHAIA
6182,007764,QHKY35NGKZC,前海开源3-5年国开债C,债券指数,QIANHAIKAIYUAN35NIANGUOKAIZHAIC
6183,007765,QHKY13NGKZA,前海开源1-3年国开债A,债券指数,QIANHAIKAIYUAN13NIANGUOKAIZHAIA
6184,007766,QHKY13NGKZC,前海开源1-3年国开债C,债券指数,QIANHAIKAIYUAN13NIANGUOKAIZHAIC
6185,007767,HTBXZXDK,华泰保兴尊享定开,定开债券,HUATAIBAOXINGZUNXIANGDINGKAI
6186,007768,XDAYASCZ,信达澳银安盛纯债,债券型,XINDAAOYINANSHENGCHUNZHAI
6187,007769,DXXRYNDK,东兴兴瑞一年定开,定开债券,DONGXINGXINGRUIYINIANDINGKAI
6188,007770,TTKTHHA,同泰开泰混合A,混合型,TONGTAIKAITAIHUNHEA
6189,007771,TTKTHHC,同泰开泰混合C,混合型,TONGTAIKAITAIHUNHEC
6190,007772,PYASSXDKZQ,浦银安盛盛煊定开债券,定开债券,PUYINANSHENGSHENGXUANDINGKAIZHAIQUAN
6191,007775,HALHXFHHA,汇安量化先锋混合A,混合型,HUIANLIANGHUAXIANFENGHUNHEA
6192,007776,HALHXFHHC,汇安量化先锋混合C,混合型,HUIANLIANGHUAXIANFENGHUNHEC
6193,007777,ZYYJJXHH,中邮研究精选混合,混合型,ZHONGYOUYANJIUJINGXUANHUNHE
6194,007778,GFJFCZ,广发景富纯债,债券型,GUANGFAJINGFUCHUNZHAI
6195,007779,YHZHYL2030HHFOF,银华尊和养老2030混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2030HUNHEFOF
6196,007780,YHZHYL2040HHFOF,银华尊和养老2040混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2040HUNHEFOF
6197,007781,THHXHHFQS,天弘弘新混合发起式,混合型,TIANHONGHONGXINHUNHEFAQISHI
6198,007782,DCMSCIJZ100ETFLJA,大成MSCI价值100ETF联接A,联接基金,DACHENGMSCIJIAZHI100ETFLIANJIEA
6199,007783,DCMSCIJZ100ETFLJC,大成MSCI价值100ETF联接C,联接基金,DACHENGMSCIJIAZHI100ETFLIANJIEC
6200,007784,GFYQCXQDETFLJA,广发央企创新驱动ETF联接A,联接基金,GUANGFAYANGQICHUANGXINQUDONGETFLIANJIEA
6201,007785,GFYQCXQDETFLJC,广发央企创新驱动ETF联接C,联接基金,GUANGFAYANGQICHUANGXINQUDONGETFLIANJIEC
6202,007786,FGZZGQYDYLETFLJA,富国中证国企一带一路ETF联接A,联接基金,FUGUOZHONGZHENGGUOQIYIDAIYILUETFLIANJIEA
6203,007787,FGZZGQYDYLETFLJC,富国中证国企一带一路ETF联接C,联接基金,FUGUOZHONGZHENGGUOQIYIDAIYILUETFLIANJIEC
6204,007788,YFDZZGQDLFQSLJA,易方达中证国企带路发起式联接A,联接基金,YIFANGDAZHONGZHENGGUOQIDAILUFAQISHILIANJIEA
6205,007789,YFDZZGQDLFQSLJC,易方达中证国企带路发起式联接C,联接基金,YIFANGDAZHONGZHENGGUOQIDAILUFAQISHILIANJIEC
6206,007790,NFMYDZA,南方梦元短债A,债券型,NANFANGMENGYUANDUANZHAIA
6207,007791,NFMYDZC,南方梦元短债C,债券型,NANFANGMENGYUANDUANZHAIC
6208,007792,JSYQCXQDETFLJA,嘉实央企创新驱动ETF联接A,联接基金,JIASHIYANGQICHUANGXINQUDONGETFLIANJIEA
6209,007793,JSYQCXQDETFLJC,嘉实央企创新驱动ETF联接C,联接基金,JIASHIYANGQICHUANGXINQUDONGETFLIANJIEC
6210,007794,SWLXZZ500ZSYXZQC,申万菱信中证500指数优选增强C,股票指数,SHENWANLINGXINZHONGZHENG500ZHISHUYOUXUANZENGQIANGC
6211,007795,SWLXZZ500ZSZQC,申万菱信中证500指数增强C,股票指数,SHENWANLINGXINZHONGZHENG500ZHISHUZENGQIANGC
6212,007796,BSYQCXQDETFLJA,博时央企创新驱动ETF联接A,联接基金,BOSHIYANGQICHUANGXINQUDONGETFLIANJIEA
6213,007797,BSYQCXQDETFLJC,博时央企创新驱动ETF联接C,联接基金,BOSHIYANGQICHUANGXINQUDONGETFLIANJIEC
6214,007799,SWLXZXBZSC,申万菱信中小板指数C,股票指数,SHENWANLINGXINZHONGXIAOBANZHISHUC
6215,007800,SWLXHS300JZZSC,申万菱信沪深300价值指数C,股票指数,SHENWANLINGXINHUSHEN300JIAZHIZHISHUC
6216,007801,DCZZHLZSC,大成中证红利指数C,股票指数,DACHENGZHONGZHENGHONGLIZHISHUC
6217,007802,XQHTHHA,兴全合泰混合A,混合型,XINGQUANHETAIHUNHEA
6218,007803,XQHTHHC,兴全合泰混合C,混合型,XINGQUANHETAIHUNHEC
6219,007804,SWLXHS300ZSZQC,申万菱信沪深300指数增强C,股票指数,SHENWANLINGXINHUSHEN300ZHISHUZENGQIANGC
6220,007805,HBFDJZHB,华宝浮动净值货币,货币型,HUABAOFUDONGJINGZHIHUOBI
6221,007806,JXMSCIZGAGZSZQA,建信MSCI中国A股指数增强A,股票指数,JIANXINMSCIZHONGGUOAGUZHISHUZENGQIANGA
6222,007807,JXMSCIZGAGZSZQC,建信MSCI中国A股指数增强C,股票指数,JIANXINMSCIZHONGGUOAGUZHISHUZENGQIANGC
6223,007808,BXRFLHYXLHPZ,北信瑞丰量化优选灵活配置,混合型,BEIXINRUIFENGLIANGHUAYOUXUANLINGHUOPEIZHI
6224,007809,FGYQCXQDETFLJA,富国央企创新驱动ETF联接A,联接基金,FUGUOYANGQICHUANGXINQUDONGETFLIANJIEA
6225,007810,FGYQCXQDETFLJC,富国央企创新驱动ETF联接C,联接基金,FUGUOYANGQICHUANGXINQUDONGETFLIANJIEC
6226,007811,CHXZHHA,淳厚信泽混合A,混合型,CHUNHOUXINZEHUNHEA
6227,007812,CHXZHHC,淳厚信泽混合C,混合型,CHUNHOUXINZEHUNHEC
6228,007813,YFDZZZJXDNETFQDIILJA,易方达中证浙江新动能ETF(QDII)联接A,QDII-指数,YIFANGDAZHONGZHENGZHEJIANGXINDONGNENGETFQDIILIANJIEA
6229,007814,YFDZZZJXDNETFQDIILJC,易方达中证浙江新动能ETF(QDII)联接C,QDII-指数,YIFANGDAZHONGZHENGZHEJIANGXINDONGNENGETFQDIILIANJIEC
6230,007815,JSXXKJ100ETFLJA,嘉实新兴科技100ETF联接A,联接基金,JIASHIXINXINGKEJI100ETFLIANJIEA
6231,007816,JSXXKJ100ETFLJC,嘉实新兴科技100ETF联接C,联接基金,JIASHIXINXINGKEJI100ETFLIANJIEC
6232,007817,GTZZQZTXSBETFLJA,国泰中证全指通信设备ETF联接A,联接基金,GUOTAIZHONGZHENGQUANZHITONGXINSHEBEIETFLIANJIEA
6233,007818,GTZZQZTXSBETFLJC,国泰中证全指通信设备ETF联接C,联接基金,GUOTAIZHONGZHENGQUANZHITONGXINSHEBEIETFLIANJIEC
6234,007819,HTZJFYZDZA,华泰紫金丰益中短债A,债券型,HUATAIZIJINFENGYIZHONGDUANZHAIA
6235,007820,HTZJFYZDZC,华泰紫金丰益中短债C,债券型,HUATAIZIJINFENGYIZHONGDUANZHAIC
6236,007821,HTZJFLZDZFQA,华泰紫金丰利中短债发起A,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIA
6237,007822,HTZJFLZDZFQC,华泰紫金丰利中短债发起C,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIC
6238,007823,THHZDZA,天弘弘择短债A,债券型,TIANHONGHONGZEDUANZHAIA
6239,007824,THHZDZC,天弘弘择短债C,债券型,TIANHONGHONGZEDUANZHAIC
6240,007825,BDZYHHA,博道志远混合A,混合型,BODAOZHIYUANHUNHEA
6241,007826,BDZYHHC,博道志远混合C,混合型,BODAOZHIYUANHUNHEC
6242,007827,HRYDLHYXHHC,华润元大量化优选混合C,混合型,HUARUNYUANDALIANGHUAYOUXUANHUNHEC
6243,007828,CJHXXYHLZQA,创金合信信用红利债券A,债券型,CHUANGJINHEXINXINYONGHONGLIZHAIQUANA
6244,007829,CJHXXYHLZQC,创金合信信用红利债券C,债券型,CHUANGJINHEXINXINYONGHONGLIZHAIQUANC
6245,007830,JXRRYNDQKFZQ,建信荣瑞一年定期开放债券,定开债券,JIANXINRONGRUIYINIANDINGQIKAIFANGZHAIQUAN
6246,007831,BDWBZHGPA,博道伍佰智航股票A,股票型,BODAOWUBAIZHIHANGGUPIAOA
6247,007832,BDWBZHGPC,博道伍佰智航股票C,股票型,BODAOWUBAIZHIHANGGUPIAOC
6248,007833,CSWYTLZQA,长盛稳怡添利债券A,债券型,CHANGSHENGWENYITIANLIZHAIQUANA
6249,007834,CSWYTLZQC,长盛稳怡添利债券C,债券型,CHANGSHENGWENYITIANLIZHAIQUANC
6250,007835,GTXRHH,国泰鑫睿混合,混合型,GUOTAIXINRUIHUNHE
6251,007836,TKRHLNDKZQ,泰康润和两年定开债券,定开债券,TAIKANGRUNHELIANGNIANDINGKAIZHAIQUAN
6252,007837,GSABZYCZA,国寿安保尊耀纯债A,债券型,GUOSHOUANBAOZUNYAOCHUNZHAIA
6253,007838,GSABZYCZC,国寿安保尊耀纯债C,债券型,GUOSHOUANBAOZUNYAOCHUNZHAIC
6254,007839,HTFZZCSJETFLJA,汇添富中证长三角ETF联接A,联接基金,HUITIANFUZHONGZHENGCHANGSANJIAOETFLIANJIEA
6255,007840,HTFZZCSJETFLJC,汇添富中证长三角ETF联接C,联接基金,HUITIANFUZHONGZHENGCHANGSANJIAOETFLIANJIEC
6256,007842,NHZZHZWQETFLJA,南华中证杭州湾区ETF联接A,联接基金,NANHUAZHONGZHENGHANGZHOUWANQUETFLIANJIEA
6257,007843,NHZZHZWQETFLJC,南华中证杭州湾区ETF联接C,联接基金,NANHUAZHONGZHENGHANGZHOUWANQUETFLIANJIEC
6258,007844,HBBPYQSYGPRMBC,华宝标普油气上游股票人民币C,QDII-指数,HUABAOBIAOPUYOUQISHANGYOUGUPIAORENMINBIC
6259,007845,BSJJXCYQC,博时季季享持有期C,债券型,BOSHIJIJIXIANGCHIYOUQIC
6260,007846,HFZZ05NZGDJXYZZSA,华富中债-0-5年中高等级信用债指数A,债券指数,HUAFUZHONGZHAI05NIANZHONGGAODENGJIXINYONGZHAIZHISHUA
6261,007847,HFZZ05NZGDJXYZZSC,华富中债-0-5年中高等级信用债指数C,债券指数,HUAFUZHONGZHAI05NIANZHONGGAODENGJIXINYONGZHAIZHISHUC
6262,007848,GFJBHHC,广发聚宝混合C,混合型,GUANGFAJUBAOHUNHEC
6263,007849,JTYFLHLHPZHH,九泰盈丰量化灵活配置混合,混合型,JIUTAIYINGFENGLIANGHUALINGHUOPEIZHIHUNHE
6264,007850,FZFBTRHHA,方正富邦天睿混合A,混合型,FANGZHENGFUBANGTIANRUIHUNHEA
6265,007851,FZFBTRHHC,方正富邦天睿混合C,混合型,FANGZHENGFUBANGTIANRUIHUNHEC
6266,007852,GYRA3GYDKCZZQ,工银瑞安3个月定开纯债债券,定开债券,GONGYINRUIAN3GEYUEDINGKAICHUNZHAIZHAIQUAN
6267,007853,HSJSJHYLHGP,华商计算机行业量化股票,股票型,HUASHANGJISUANJIHANGYELIANGHUAGUPIAO
6268,007854,GDJQXFHH,光大景气先锋混合,混合型,GUANGDAJINGQIXIANFENGHUNHE
6269,007856,YFDZZ800ETFLJA,易方达中证800ETF联接A,联接基金,YIFANGDAZHONGZHENG800ETFLIANJIEA
6270,007857,YFDZZ800ETFLJC,易方达中证800ETF联接C,联接基金,YIFANGDAZHONGZHENG800ETFLIANJIEC
6271,007858,PHFDJZXFQSHB,鹏华浮动净值型发起式货币,货币型,PENGHUAFUDONGJINGZHIXINGFAQISHIHUOBI
6272,007859,PA510NQZCXJRZA,平安5-10年期政策性金融债A,债券型,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIA
6273,007860,PA510NQZCXJRZC,平安5-10年期政策性金融债C,债券型,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIC
6274,007863,CXLTLHPZHHC,长信利泰灵活配置混合C,混合型,CHANGXINLITAILINGHUOPEIZHIHUNHEC
6275,007864,DFHHBC,东方红货币C,货币型,DONGFANGHONGHUOBIC
6276,007865,DFHHBD,东方红货币D,货币型,DONGFANGHONGHUOBID
6277,007866,CJHXHBC,创金合信货币C,货币型,CHUANGJINHEXINHUOBIC
6278,007867,HTBRJTYNDK,华泰柏瑞锦泰一年定开,定开债券,HUATAIBAIRUIJINTAIYINIANDINGKAI
6279,007868,HTFHXHBA,汇添富汇鑫货币A,货币型,HUITIANFUHUIXINHUOBIA
6280,007869,HTFHXHBB,汇添富汇鑫货币B,货币型,HUITIANFUHUIXINHUOBIB
6281,007870,PHZX3GYDKFQSZQ,鹏华尊信3个月定开发起式债券,定开债券,PENGHUAZUNXIN3GEYUEDINGKAIFAQISHIZHAIQUAN
6282,007871,GTHXSGYDKZ,国泰惠享三个月定开债,定开债券,GUOTAIHUIXIANGSANGEYUEDINGKAIZHAI
6283,007872,JXWJCLLHPZHH,金信稳健策略灵活配置混合,混合型,JINXINWENJIANCELUELINGHUOPEIZHIHUNHE
6284,007873,HBKJETFLJA,华宝科技ETF联接A,联接基金,HUABAOKEJIETFLIANJIEA
6285,007874,HBKJETFLJC,华宝科技ETF联接C,联接基金,HUABAOKEJIETFLIANJIEC
6286,007875,GRRXHHA,国融融兴混合A,混合型,GUORONGRONGXINGHUNHEA
6287,007876,GRRXHHC,国融融兴混合C,混合型,GUORONGRONGXINGHUNHEC
6288,007877,HSHFCZA,惠升和风纯债A,债券型,HUISHENGHEFENGCHUNZHAIA
6289,007878,HSHFCZC,惠升和风纯债C,债券型,HUISHENGHEFENGCHUNZHAIC
6290,007879,JSZA3GYDQZQ,嘉实致安3个月定期债券,定开债券,JIASHIZHIAN3GEYUEDINGQIZHAIQUAN
6291,007880,ZQCYZXHHA,朱雀产业智选混合A,混合型,ZHUQUECHANYEZHIXUANHUNHEA
6292,007881,ZQCYZXHHC,朱雀产业智选混合C,混合型,ZHUQUECHANYEZHIXUANHUNHEC
6293,007882,YFDHS300FYLJC,易方达沪深300非银联接C,联接基金,YIFANGDAHUSHEN300FEIYINLIANJIEC
6294,007883,YFDHS300YYLJC,易方达沪深300医药联接C,联接基金,YIFANGDAHUSHEN300YIYAOLIANJIEC
6295,007884,YFDHS3GYDKHH,易方达恒盛3个月定开混合,混合型,YIFANGDAHENGSHENG3GEYUEDINGKAIHUNHE
6296,007885,ZRZZ500ETFLJA,中融中证500ETF联接A,联接基金,ZHONGRONGZHONGZHENG500ETFLIANJIEA
6297,007886,ZRZZ500ETFLJC,中融中证500ETF联接C,联接基金,ZHONGRONGZHONGZHENG500ETFLIANJIEC
6298,007887,DFHQYSNCYHHB,东方红启元三年持有混合B,混合型,DONGFANGHONGQIYUANSANNIANCHIYOUHUNHEB
6299,007888,NYHLJYZQ,农银汇理金盈债券,债券型,NONGYINHUILIJINYINGZHAIQUAN
6300,007889,PYASSNDKZQ,浦银安盛盛诺定开债券,定开债券,PUYINANSHENGSHENGNUODINGKAIZHAIQUAN
6301,007890,YHJXLNDKZQ,银河聚星两年定开债券,定开债券,YINHEJUXINGLIANGNIANDINGKAIZHAIQUAN
6302,007893,PAGZJXHHA,平安估值精选混合A,混合型,PINGANGUZHIJINGXUANHUNHEA
6303,007894,PAGZJXHHC,平安估值精选混合C,混合型,PINGANGUZHIJINGXUANHUNHEC
6304,007895,JSJZCZHH,嘉实价值成长混合,混合型,JIASHIJIAZHICHENGZHANGHUNHE
6305,007896,YFDYXDZCSGYCYHHFOFA,易方达优选多资产三个月持有混合(FOF)A,混合-FOF,YIFANGDAYOUXUANDUOZICHANSANGEYUECHIYOUHUNHEFOFA
6306,007897,YFDYXDZCSGYCYHHFOFC,易方达优选多资产三个月持有混合(FOF)C,混合-FOF,YIFANGDAYOUXUANDUOZICHANSANGEYUECHIYOUHUNHEFOFC
6307,007898,FGZCJXHHFOF,富国智诚精选混合(FOF),混合-FOF,FUGUOZHICHENGJINGXUANHUNHEFOF
6308,007901,HTFZDZA,汇添富中短债A,债券型,HUITIANFUZHONGDUANZHAIA
6309,007902,HTFZDZC,汇添富中短债C,债券型,HUITIANFUZHONGDUANZHAIC
6310,007903,CCLHXPGP,长城量化小盘股票,股票型,CHANGCHENGLIANGHUAXIAOPANGUPIAO
6311,007904,GFRYJQ3GYCYHHFOFA,广发锐意进取3个月持有混合(FOF)A,混合-FOF,GUANGFARUIYIJINQU3GEYUECHIYOUHUNHEFOFA
6312,007907,FRFK13NGKZCZC,富荣富开1-3年国开债纯债C,债券型,FURONGFUKAI13NIANGUOKAIZHAICHUNZHAIC
6313,007908,ZSTY3GYDKZA,招商添韵3个月定开债A,定开债券,ZHAOSHANGTIANYUN3GEYUEDINGKAIZHAIA
6314,007909,ZSTY3GYDKZC,招商添韵3个月定开债C,定开债券,ZHAOSHANGTIANYUN3GEYUEDINGKAIZHAIC
6315,007910,DCYSJSQHETFLJA,大成有色金属期货ETF联接A,联接基金,DACHENGYOUSEJINSHUQIHUOETFLIANJIEA
6316,007911,DCYSJSQHETFLJC,大成有色金属期货ETF联接C,联接基金,DACHENGYOUSEJINSHUQIHUOETFLIANJIEC
6317,007912,XHXRXZDZB,新华鑫日享中短债B,债券型,XINHUAXINRIXIANGZHONGDUANZHAIB
6318,007913,CTZGFHLNDKZA,财通资管丰和两年定开债A,定开债券,CAITONGZIGUANFENGHELIANGNIANDINGKAIZHAIA
6319,007914,CTZGFHLNDKZC,财通资管丰和两年定开债C,定开债券,CAITONGZIGUANFENGHELIANGNIANDINGKAIZHAIC
6320,007915,CTZGHFDZA,财通资管鸿福短债A,债券型,CAITONGZIGUANHONGFUDUANZHAIA
6321,007916,CTZGHFDZC,财通资管鸿福短债C,债券型,CAITONGZIGUANHONGFUDUANZHAIC
6322,007920,NDDZZQC,诺德短债债券C,债券型,NUODEDUANZHAIZHAIQUANC
6323,007923,FZFBTXHHA,方正富邦天鑫混合A,混合型,FANGZHENGFUBANGTIANXINHUNHEA
6324,007924,FZFBTXHHC,方正富邦天鑫混合C,混合型,FANGZHENGFUBANGTIANXINHUNHEC
6325,007925,PAXXHHE,平安鑫享混合E,混合型,PINGANXINXIANGHUNHEE
6326,007926,WJJXZDZC,万家家享中短债C,债券型,WANJIAJIAXIANGZHONGDUANZHAIC
6327,007927,WJJXZDZE,万家家享中短债E,债券型,WANJIAJIAXIANGZHONGDUANZHAIE
6328,007928,ZJXRLNDKZ,中加享润两年定开债,定开债券,ZHONGJIAXIANGRUNLIANGNIANDINGKAIZHAI
6329,007929,TZWJSXZQ,天治稳健双鑫债券,债券型,TIANZHIWENJIANSHUANGXINZHAIQUAN
6330,007930,CHWXZQA,淳厚稳鑫债券A,债券型,CHUNHOUWENXINZHAIQUANA
6331,007931,CHWXZQC,淳厚稳鑫债券C,债券型,CHUNHOUWENXINZHAIQUANC
6332,007932,PHZZ500ETFLJA,鹏华中证500ETF联接A,联接基金,PENGHUAZHONGZHENG500ETFLIANJIEA
6333,007933,JHYTYXSGYCYHHFOFA,嘉合永泰优选三个月持有混合(FOF)A,混合-FOF,JIAHEYONGTAIYOUXUANSANGEYUECHIYOUHUNHEFOFA
6334,007934,JHYTYXSGYCYHHFOFC,嘉合永泰优选三个月持有混合(FOF)C,混合-FOF,JIAHEYONGTAIYOUXUANSANGEYUECHIYOUHUNHEFOFC
6335,007935,PAHLCZA,平安惠澜纯债A,债券型,PINGANHUILANCHUNZHAIA
6336,007936,PAHLCZC,平安惠澜纯债C,债券型,PINGANHUILANCHUNZHAIC
6337,007937,HXSLDPQHETFLJA,华夏饲料豆粕期货ETF联接A,联接基金,HUAXIASILIAODOUPOQIHUOETFLIANJIEA
6338,007938,HXSLDPQHETFLJC,华夏饲料豆粕期货ETF联接C,联接基金,HUAXIASILIAODOUPOQIHUOETFLIANJIEC
6339,007939,HXWGJXHHC,华夏网购精选混合C,混合型,HUAXIAWANGGOUJINGXUANHUNHEC
6340,007941,HSQHHYCZZQA,恒生前海恒扬纯债债券A,债券型,HENGSHENGQIANHAIHENGYANGCHUNZHAIZHAIQUANA
6341,007942,HSQHHYCZZQC,恒生前海恒扬纯债债券C,债券型,HENGSHENGQIANHAIHENGYANGCHUNZHAIZHAIQUANC
6342,007943,FADZZ500ZSZQ,富安达中证500指数增强,股票指数,FUANDAZHONGZHENG500ZHISHUZENGQIANG
6343,007944,YYQYSNDK,永赢乾元三年定开,混合型,YONGYINGQIANYUANSANNIANDINGKAI
6344,007945,JSCCGGJYLHPZC,景顺长城改革机遇灵活配置C,混合型,JINGSHUNCHANGCHENGGAIGEJIYULINGHUOPEIZHIC
6345,007946,DCZZ13NGKZZSA,大成中债1-3年国开债指数A,债券指数,DACHENGZHONGZHAI13NIANGUOKAIZHAIZHISHUA
6346,007947,DCZZ13NGKZZSC,大成中债1-3年国开债指数C,债券指数,DACHENGZHONGZHAI13NIANGUOKAIZHAIZHISHUC
6347,007948,HTFSA39GYDKZ,汇添富盛安39个月定开债,定开债券,HUITIANFUSHENGAN39GEYUEDINGKAIZHAI
6348,007949,FGZLCZZQ,富国泽利纯债债券,债券型,FUGUOZELICHUNZHAIZHAIQUAN
6349,007950,ZSLHJXGPC,招商量化精选股票C,股票型,ZHAOSHANGLIANGHUAJINGXUANGUPIAOC
6350,007951,ZSXYZQZQC,招商信用增强债券C,债券型,ZHAOSHANGXINYONGZENGQIANGZHAIQUANC
6351,007952,ZSCJDSJGPC,招商财经大数据股票C,股票型,ZHAOSHANGCAIJINGDASHUJUGUPIAOC
6352,007953,PAHWCZ,平安惠文纯债,债券型,PINGANHUIWENCHUNZHAI
6353,007954,PAHYCZ,平安惠涌纯债,债券型,PINGANHUIYONGCHUNZHAI
6354,007955,MSJYXXZQD,民生加银鑫享债券D,债券型,MINSHENGJIAYINXINXIANGZHAIQUAND
6355,007956,PHWLDZC,鹏华稳利短债C,债券型,PENGHUAWENLIDUANZHAIC
6356,007957,HBBHZQ,华宝宝惠债券,定开债券,HUABAOBAOHUIZHAIQUAN
6357,007958,HTBRYTSGYDKZ,华泰柏瑞益通三个月定开债,定开债券,HUATAIBAIRUIYITONGSANGEYUEDINGKAIZHAI
6358,007959,FZFBTHHHA,方正富邦天恒混合A,混合型,FANGZHENGFUBANGTIANHENGHUNHEA
6359,007960,FZFBTHHHC,方正富邦天恒混合C,混合型,FANGZHENGFUBANGTIANHENGHUNHEC
6360,007962,BSZZ35ZJRZZSA,博时中债3-5政金融债指数A,债券指数,BOSHIZHONGZHAI35ZHENGJINRONGZHAIZHISHUA
6361,007963,BSZZ35ZJRZZSC,博时中债3-5政金融债指数C,债券指数,BOSHIZHONGZHAI35ZHENGJINRONGZHAIZHISHUC
6362,007964,HBBKZQC,华宝宝康债券C,债券型,HUABAOBAOKANGZHAIQUANC
6363,007965,MSJYPZXFGPA,民生加银品质消费股票A,股票型,MINSHENGJIAYINPINZHIXIAOFEIGUPIAOA
6364,007966,MSJYPZXFGPC,民生加银品质消费股票C,股票型,MINSHENGJIAYINPINZHIXIAOFEIGUPIAOC
6365,007967,DCHJYNDKZQ,大成惠嘉一年定开债券,定开债券,DACHENGHUIJIAYINIANDINGKAIZHAIQUAN
6366,007968,HTBRYJJXA,华泰柏瑞研究精选A,混合型,HUATAIBAIRUIYANJIUJINGXUANA
6367,007969,XBLDDZCZC,西部利得得尊纯债C,债券型,XIBULIDEDEZUNCHUNZHAIC
6368,007970,GSABAZ39GYDKZ,国寿安保安泽39个月定开债,定开债券,GUOSHOUANBAOANZE39GEYUEDINGKAIZHAI
6369,007975,ZSPSQQPZQDIIFOFMYXH,招商普盛全球配置(QDII-FOF)美元现汇,QDII,ZHAOSHANGPUSHENGQUANQIUPEIZHIQDIIFOFMEIYUANXIANHUI
6370,007976,YFDHJZTRMBC,易方达黄金主题人民币C,QDII,YIFANGDAHUANGJINZHUTIRENMINBIC
6371,007977,YFDHJZTMYXHA,易方达黄金主题美元现汇A,QDII,YIFANGDAHUANGJINZHUTIMEIYUANXIANHUIA
6372,007978,YFDHJZTMYXHC,易方达黄金主题美元现汇C,QDII,YIFANGDAHUANGJINZHUTIMEIYUANXIANHUIC
6373,007979,WJHX39GYDKZ,万家惠享39个月定开债,定开债券,WANJIAHUIXIANG39GEYUEDINGKAIZHAI
6374,007981,HTHTRXCZA,红塔红土瑞祥纯债A,债券型,HONGTAHONGTURUIXIANGCHUNZHAIA
6375,007982,HTHTRXCZC,红塔红土瑞祥纯债C,债券型,HONGTAHONGTURUIXIANGCHUNZHAIC
6376,007983,SWLXZZYFCX100ETFLJA,申万菱信中证研发创新100ETF联接A,联接基金,SHENWANLINGXINZHONGZHENGYANFACHUANGXIN100ETFLIANJIEA
6377,007984,SWLXZZYFCX100ETFLJC,申万菱信中证研发创新100ETF联接C,联接基金,SHENWANLINGXINZHONGZHENGYANFACHUANGXIN100ETFLIANJIEC
6378,007985,BSFYCZ,博时富悦纯债,债券型,BOSHIFUYUECHUNZHAI
6379,007986,JSZL3GYDQCZZQ,嘉实致禄3个月定期纯债债券,定开债券,JIASHIZHILU3GEYUEDINGQICHUNZHAIZHAIQUAN
6380,007987,PHFQZQ,鹏华丰庆债券,债券型,PENGHUAFENGQINGZHAIQUAN
6381,007988,RTTH63GYDKZQA,融通通恒63个月定开债券A,定开债券,RONGTONGTONGHENG63GEYUEDINGKAIZHAIQUANA
6382,007989,RTTH63GYDKZQC,融通通恒63个月定开债券C,定开债券,RONGTONGTONGHENG63GEYUEDINGKAIZHAIQUANC
6383,007990,FGHYSNDKZA,富国汇远三年定开债A,定开债券,FUGUOHUIYUANSANNIANDINGKAIZHAIA
6384,007991,FGHYSNDKZC,富国汇远三年定开债C,定开债券,FUGUOHUIYUANSANNIANDINGKAIZHAIC
6385,007992,HXZZQZZQGSETFLJA,华夏中证全指证券公司ETF联接A,联接基金,HUAXIAZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEA
